13342984,0.008809,3292
148662469,0.114920,11843
548316604,0.112510,3893
488794646,0.196765,1484
130128796,0.092559,551
1421429206,0.124194,4807
426427741,0.078563,8210
604385592,0.065707,8964
2844182,0.082390,5122
574216933,0.013356,20440
537339711,0.173041,2144
80723869,0.125410,8229
123782564,0.126702,5067
479533537,0.081283,12315
444755875,0.021509,35938
957135002,0.148993,1490
58054257,0.050482,7785
19162867,0.025769,6791
325588390,0.035333,8066
413914840,0.046787,1603
115786295,0.081967,1464
2393336168,0.023023,12292
2207022977,0.106188,2844
377149997,0.083700,227
1750404880,0.030181,10901
2669321705,0.036774,8457
336691971,0.029370,4222
2175495072,0.075053,9993
143877305,0.073666,9258
15134932,0.211275,12718
533260533,0.050000,760
1215171224,0.107492,1228
443173894,0.126416,1677
1278530016,0.160672,2558
3740774374,0.092637,421
377481919,0.066025,2287
48324864,0.172414,4843
53658215,0.042867,11874
328352304,0.015265,15198
19581865,0.196392,3381
311777983,0.007803,9355
308372642,0.068916,3497
1563730480,0.130913,3361
251453395,0.051709,4448
373720753,0.030953,11146
973401466,0.241169,821
942962987,0.014486,14083
49485107,0.018975,14335
416056298,0.029333,5591
190659155,0.166734,4984
1056241138,0.071921,3768
59202908,0.173828,512
170672814,0.010025,11970
2298633295,0.161166,2848
887765169,0.196379,3259
476659606,0.048417,11690
1776115976,0.146565,655
371117676,0.009819,7638
2546689838,0.069378,2926
84416808,0.070033,3941
77258680,0.085679,8952
780193357,0.047569,5655
238110993,0.010774,10859
339907271,0.038644,5486
132291531,0.028788,13582
131279742,0.119459,1850
2451966832,0.122798,1873
1029071842,0.052958,8384
57108115,0.064653,7780
656057819,0.026589,16962
292608185,0.046431,6612
733632648,0.075332,16779
759702935,0.041352,4498
926781344,0.004128,31977
2336884022,0.073153,6917
450828268,0.042237,14987
294615916,0.092607,3909
189746784,0.083135,12594
159778821,0.101407,1706
34550596,0.009049,32269
82624458,0.010780,36365
789870908,0.014105,4821
427340142,0.138108,5264
941248900,0.080952,6263
701822437,0.006232,14280
2090545,0.041124,3915
316417826,0.055460,13325
1271067907,0.027633,5175
56494749,0.012031,28178
318427958,0.013388,4183
40411815,0.022609,3848
326371358,0.011623,4818
276408765,0.027951,12200
169962070,0.021166,19087
66741303,0.017247,8929
172375908,0.044689,6534
441400752,0.005229,5929
996806045,0.013023,60049
204823911,0.005079,6694
72164643,0.075419,2148
14330952,0.026986,3928
182372739,0.053209,1184
37451698,0.005952,10752
1425922146,0.026479,11783
917159283,0.141748,2963
668251835,0.016956,9554
748969934,0.031128,771
744225819,0.013992,5003
446170106,0.107245,1753
284735137,0.076667,900
94461818,0.022917,16538
349338698,0.042677,21604
736567495,0.054445,12361
289516765,0.011783,34456
97441523,0.098344,16066
183882174,0.006390,12207
1601495843,0.229672,3296
121668736,0.104742,2931
115322425,0.013118,11968
577342034,0.104913,2707
654363010,0.048180,1868
955903977,0.042537,5266
1477908959,0.003341,48188
558131925,0.102685,10352
1209740185,0.044206,8664
371349025,0.197889,2274
781885972,0.106939,7004
432593430,0.010915,53596
767109912,0.044068,11278
376522725,0.006365,5499
299888394,0.018128,8716
800639789,0.081060,5243
294276094,0.047975,5482
324624834,0.029940,7181
1020290161,0.195767,567
513777869,0.114415,1547
166145238,0.188540,541
353351334,0.229205,541
34024238,0.242481,532
806281530,0.196667,300
512643420,0.085395,2061
2304713728,0.183333,600
1641401358,0.177278,801
874684129,0.021841,15292
1003753326,0.029685,3874
151101993,0.004365,101488
198331588,0.027254,6311
1103435114,0.083058,1818
460458050,0.005988,7348
986912737,0.060461,1257
574788207,0.031155,5906
409187417,0.090452,3582
424127617,0.126809,1451
736708940,0.032755,2076
132794224,0.054774,8033
448672575,0.044988,5557
391116725,0.056330,5379
15456300,0.020659,4792
1035328911,0.108503,7668
222417369,0.026316,1368
141162494,0.222004,2545
893903822,0.112014,11695
193027328,0.031223,8167
183044311,0.056250,4320
2630169234,0.003956,33876
1916795372,0.155248,1591
2278344864,0.152365,1818
1069175857,0.005299,9814
592368633,0.047612,13379
140685031,0.157383,4219
92548812,0.197660,3162
1024338751,0.026515,11465
530748735,0.010598,8964
226635408,0.110281,1741
2856394164,0.032520,369
1229033352,0.086507,4647
49219723,0.071066,591
515662923,0.184263,3533
496075980,0.219656,2381
926628496,0.113375,2258
1239835776,0.032278,1611
1859014326,0.094320,1919
220610618,0.006234,19892
45248708,0.048421,16026
813781884,0.039815,3466
283302648,0.008380,10620
2341549,0.158309,3051
51097193,0.160246,3582
2525759,0.106043,4253
217583476,0.159780,363
342835146,0.013215,18010
255342613,0.026256,4418
335249033,0.212426,3879
460508307,0.205013,1995
442005777,0.017738,9302
1222533600,0.008092,24345
653613600,0.075187,5360
451416681,0.019011,7101
568907972,0.098639,882
373703264,0.085883,6602
533102974,0.021615,3146
406054126,0.060524,3321
56742819,0.024850,6841
664179263,0.095923,834
255218078,0.073199,10328
8578197,0.185469,2739
133149491,0.150160,313
485188089,0.028291,13856
78709588,0.022685,7979
1634404908,0.019878,6389
1196221486,0.078910,1394
2674020545,0.018557,16975
78130814,0.032445,7058
310517278,0.043303,4226
95188866,0.109900,2293
1073579254,0.150485,618
342304672,0.181818,671
216163117,0.022808,6226
524607249,0.034209,4794
707933840,0.178920,1945
236724429,0.145509,1670
339369967,0.075170,5308
930684436,0.170495,4528
219982230,0.024199,5496
543372158,0.095825,2922
958517574,0.056507,1752
944187851,0.112033,723
105510276,0.061370,2379
455204183,0.044153,6319
1284069041,0.079470,302
148679700,0.089142,2109
620003012,0.028855,11991
209342747,0.077218,8612
664884075,0.045435,7043
163748273,0.045772,6445
210247399,0.118591,1931
1374623721,0.235616,365
2510574,0.094804,2194
440870362,0.102667,1987
6898322,0.153846,689
50216395,0.060000,3400
164250890,0.070201,2037
180018626,0.035798,2570
676061020,0.107870,3291
280087356,0.030367,28485
542793584,0.100704,4975
689952279,0.149163,657
1572443,0.022601,5575
451312610,0.061728,486
696962265,0.053892,3507
727912265,0.121662,4718
338550687,0.114461,3416
409371851,0.060288,5424
58441722,0.124790,2981
246402583,0.046147,2297
277553808,0.026904,2862
81924752,0.064858,3685
126259082,0.056000,750
461780575,0.104938,486
419777748,0.045305,3333
251309618,0.084507,639
891634367,0.053435,917
625878475,0.019332,3983
622226710,0.064212,4454
372783736,0.130597,804
1265802875,0.061211,1503
527886854,0.061049,5815
296953840,0.072486,1283
315772585,0.206612,484
5781238,0.029960,4940
353753855,0.111498,574
1262742047,0.066584,1607
412930909,0.129349,1322
248624655,0.064378,699
349967809,0.091865,1807
204047374,0.057025,5331
1935471906,0.071879,9043
499923026,0.028049,3886
62269752,0.049101,3503
873039580,0.158537,492
295802642,0.093199,794
332797781,0.064721,1576
405797206,0.059041,9739
613200876,0.151203,1746
183833967,0.195592,1089
198346773,0.159204,402
464597978,0.174129,1206
978794607,0.024336,452
536866160,0.030829,1038
615057035,0.055118,762
142726235,0.097569,3085
112738266,0.077375,1874
503970672,0.095868,1210
1596547005,0.142857,203
692762162,0.057489,661
252365267,0.072378,677
410790979,0.139381,2425
458345668,0.144751,3848
348655635,0.035294,4760
91752635,0.096491,1482
271967410,0.063830,1598
1039613402,0.066111,5642
1681214585,0.102144,1772
